Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,1st Dose,2nd Dose,3rd Dose,4th Dose,5th Dose,1st Visit,2nd Visit,3rd Visit,4th Visit,Counseling on Post partum FP method,No. of mother Suffering from APH,Inj.antenatal costeroides in(24-34 weeks),No.of Pregnant mother Receive Misoprostol,Normal,C-Section,Others (Forcep/Vacuum/Breech),No. of delivery followed (AMTSL),No. of mother uses Partograph,No. of mother Suffering from IPH,No. of services post abortion care,No. of pre-eclampsia patient,1st Visit (PNC),2nd Visit (PNC),3rd Visit (PNC),4th Visit (PNC),No. of mother counseled on FP method after Postpartum,No. of mother suffering from PPH after Delivery
02,Khulna,0207,,020708,,09,September,2025,4,"Hakimpur, UH&FWC",0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
02,Khulna,0207,,020708,,09,September,2025,5,"Jagadishpur, Rural Dispensary(RD)",0,0,0,0,0,4,4,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
02,Khulna,0207,,020708,,09,September,2025,6,"Narayanpur, UH&FWC",0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,09,September,2025,7,"Pashapole, UH&FWC",0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,09,September,2025,8,"Patibila, UH&FWC",0,0,0,0,0,6,3,3,2,14,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,4,0
02,Khulna,0207,,020708,,09,September,2025,9,"Phulsara, UH&FWC",0,0,0,0,0,20,13,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,09,September,2025,10,"Singhajhuli, UH&FWC",0,0,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,09,September,2025,11,"Sukpukhuria, UH&FWC",0,0,0,0,0,2,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0207,,020708,,09,September,2025,12,"Swarupdaha, UH&FWC",0,0,0,0,0,19,6,6,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
02,Khulna,0207,,020708,,10,October,2025,1,"Chowgachha, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,10,October,2025,2,"Chaugachha Sadar, UH&FWC",0,0,0,0,0,29,22,27,34,25,0,0,0,22,0,0,22,0,0,0,0,22,9,16,18,65,0
02,Khulna,0207,,020708,,10,October,2025,3,"Dhuliani, UH&FWC",0,0,0,0,0,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0207,,020708,,10,October,2025,4,"Hakimpur, UH&FWC",0,0,0,0,0,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0207,,020708,,10,October,2025,5,"Jagadishpur, Rural Dispensary(RD)",0,0,0,0,0,4,3,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0207,,020708,,10,October,2025,6,"Narayanpur, UH&FWC",0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,10,October,2025,7,"Pashapole, UH&FWC",0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,10,October,2025,8,"Patibila, UH&FWC",0,0,0,0,0,8,6,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,10,October,2025,9,"Phulsara, UH&FWC",0,0,0,0,0,22,4,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,,020708,,10,October,2025,10,"Singhajhuli, UH&FWC",0,0,0,0,0,15,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
02,Khulna,0207,,020708,,10,October,2025,11,"Sukpukhuria, UH&FWC",0,0,0,0,0,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
02,Khulna,0207,,020708,,10,October,2025,12,"Swarupdaha, UH&FWC",0,0,0,0,0,20,10,5,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0
02,Khulna,0210,,021001,,10,October,2024,1,"Tala, MCH-FP Unit",6,8,4,10,7,36,41,26,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,10,October,2024,2,"Dhandia, UH&FWC",0,0,0,0,0,27,24,20,18,40,0,0,0,9,0,0,9,9,0,0,0,9,9,9,15,27,0
02,Khulna,0210,,021001,,10,October,2024,3,"Islamkati, Rural Dispensary(RD)",7,4,3,5,2,18,7,6,12,43,0,0,0,6,0,0,6,0,0,0,0,6,6,10,28,43,0
02,Khulna,0210,,021001,,10,October,2024,4,"Jalalpur, UH&FWC",0,0,0,0,0,57,34,27,22,140,0,0,14,14,0,0,14,14,0,8,0,14,10,17,11,2,2
02,Khulna,0210,,021001,,10,October,2024,5,"Khalilnagar, UH&FWC",0,0,0,0,0,37,17,15,10,21,0,0,1,1,0,0,1,0,0,0,0,1,1,13,6,21,0
02,Khulna,0210,,021001,,10,October,2024,6,"Khalishkhali, UH&FWC",0,0,0,0,0,12,13,13,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
02,Khulna,0210,,021001,,10,October,2024,7,"Khesra, UH&FWC",6,6,4,5,6,13,18,8,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,54,0
02,Khulna,0210,,021001,,10,October,2024,8,"Kumira, UH&FWC",0,0,0,0,0,28,28,30,32,62,0,0,7,4,0,0,4,4,4,0,0,4,3,10,22,39,0
02,Khulna,0210,,021001,,10,October,2024,9,"Magura, UH&FWC",0,0,0,0,0,26,15,10,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
02,Khulna,0210,,021001,,10,October,2024,10,"Nagarghata, UH&FWC",0,0,0,0,0,35,27,12,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0
02,Khulna,0210,,021001,,10,October,2024,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,4,5,7,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0
02,Khulna,0210,,021001,,10,October,2024,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,18,12,20,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0
02,Khulna,0210,,021001,,10,October,2024,13,"Tentulia, UH&FWC",0,0,0,0,0,16,20,12,14,62,0,0,0,2,0,0,2,0,0,0,0,2,0,0,22,62,0
02,Khulna,0210,,021001,,11,November,2024,1,"Tala, MCH-FP Unit",12,18,9,11,7,37,58,34,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,11,November,2024,2,"Dhandia, UH&FWC",0,0,0,0,0,25,21,19,17,70,0,0,0,5,0,0,5,5,0,0,0,5,5,7,14,30,0
02,Khulna,0210,,021001,,11,November,2024,3,"Islamkati, Rural Dispensary(RD)",6,4,3,2,0,33,16,16,7,23,0,0,0,7,0,0,7,0,0,2,0,7,7,5,34,23,0
02,Khulna,0210,,021001,,11,November,2024,4,"Jalalpur, UH&FWC",0,0,0,0,0,60,37,30,25,152,0,0,7,15,0,0,15,15,0,0,0,15,14,11,17,57,0
02,Khulna,0210,,021001,,11,November,2024,5,"Khalilnagar, UH&FWC",0,0,0,0,0,10,5,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0
02,Khulna,0210,,021001,,11,November,2024,6,"Khalishkhali, UH&FWC",0,0,0,0,0,12,15,15,13,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,40,0,0
02,Khulna,0210,,021001,,11,November,2024,7,"Khesra, UH&FWC",6,6,8,5,5,10,25,12,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0
02,Khulna,0210,,021001,,11,November,2024,8,"Kumira, UH&FWC",0,0,0,0,0,29,25,19,25,44,0,0,5,5,0,0,5,5,0,1,0,5,3,2,4,14,0
02,Khulna,0210,,021001,,11,November,2024,9,"Magura, UH&FWC",0,0,0,0,0,25,14,10,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,11,November,2024,10,"Nagarghata, UH&FWC",0,0,0,0,0,20,18,13,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,15,0
02,Khulna,0210,,021001,,11,November,2024,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,6,8,10,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
02,Khulna,0210,,021001,,11,November,2024,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,12,18,18,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,0
02,Khulna,0210,,021001,,11,November,2024,13,"Tentulia, UH&FWC",0,0,0,0,0,26,16,7,9,58,0,0,0,1,0,0,1,0,0,0,0,1,0,0,13,58,0
02,Khulna,0210,,021001,,12,December,2024,1,"Tala, MCH-FP Unit",21,12,10,8,5,66,56,59,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,12,December,2024,2,"Dhandia, UH&FWC",0,0,0,0,0,21,19,17,15,35,0,0,0,3,0,0,3,3,0,0,0,3,3,5,17,15,0
02,Khulna,0210,,021001,,12,December,2024,3,"Islamkati, Rural Dispensary(RD)",5,3,8,5,7,38,16,8,28,34,0,0,0,3,0,0,3,3,0,1,1,3,3,2,32,64,0
02,Khulna,0210,,021001,,12,December,2024,4,"Jalalpur, UH&FWC",0,0,0,0,0,50,37,27,23,137,0,0,9,18,0,0,18,18,1,14,1,18,15,14,10,59,0
02,Khulna,0210,,021001,,12,December,2024,5,"Khalilnagar, UH&FWC",0,0,0,0,0,11,6,4,3,24,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,0
02,Khulna,0210,,021001,,12,December,2024,6,"Khalishkhali, UH&FWC",0,0,0,0,0,14,17,14,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,0
02,Khulna,0210,,021001,,12,December,2024,7,"Khesra, UH&FWC",7,6,4,7,8,14,20,18,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0
02,Khulna,0210,,021001,,12,December,2024,8,"Kumira, UH&FWC",0,0,0,0,0,38,25,18,23,41,0,0,3,3,0,0,3,3,0,0,0,3,2,3,2,10,0
02,Khulna,0210,,021001,,12,December,2024,9,"Magura, UH&FWC",0,0,0,0,0,28,12,12,11,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,12,December,2024,10,"Nagarghata, UH&FWC",0,0,0,0,0,12,11,10,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
02,Khulna,0210,,021001,,12,December,2024,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,7,12,14,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
02,Khulna,0210,,021001,,12,December,2024,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,8,10,9,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0
02,Khulna,0210,,021001,,12,December,2024,13,"Tentulia, UH&FWC",0,0,0,0,0,27,15,15,9,66,0,0,0,2,0,0,2,2,0,0,0,2,0,0,16,66,0
02,Khulna,0210,,021001,,01,January,2025,1,"Tala, MCH-FP Unit",0,0,0,0,0,87,68,55,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,01,January,2025,2,"Dhandia, UH&FWC",0,0,0,0,0,24,18,15,13,40,0,0,0,7,0,0,7,7,0,0,0,7,7,8,8,20,0
02,Khulna,0210,,021001,,01,January,2025,3,"Islamkati, Rural Dispensary(RD)",0,0,0,0,0,25,8,8,4,20,0,0,0,5,0,0,5,0,0,0,0,5,5,3,21,0,0
02,Khulna,0210,,021001,,01,January,2025,4,"Jalalpur, UH&FWC",0,0,0,0,0,52,38,28,24,142,0,0,0,18,0,0,18,18,0,8,0,18,18,16,15,67,0
02,Khulna,0210,,021001,,01,January,2025,5,"Khalilnagar, UH&FWC",0,0,0,0,0,25,15,10,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0210,,021001,,01,January,2025,6,"Khalishkhali, UH&FWC",0,0,0,0,0,12,15,16,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,0
02,Khulna,0210,,021001,,01,January,2025,7,"Khesra, UH&FWC",0,0,0,0,0,20,12,23,21,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,19,0
02,Khulna,0210,,021001,,01,January,2025,8,"Kumira, UH&FWC",0,0,0,0,0,30,22,21,16,37,0,0,3,3,0,0,3,3,0,1,0,3,2,7,4,16,0
02,Khulna,0210,,021001,,01,January,2025,9,"Magura, UH&FWC",0,0,0,0,0,24,11,9,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,01,January,2025,10,"Nagarghata, UH&FWC",0,0,0,0,0,28,14,8,4,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,01,January,2025,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,14,15,13,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
02,Khulna,0210,,021001,,01,January,2025,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,8,19,9,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,0
02,Khulna,0210,,021001,,01,January,2025,13,"Tentulia, UH&FWC",0,0,0,0,0,21,17,11,15,64,0,0,0,1,0,0,1,1,0,0,0,1,0,0,16,64,0
02,Khulna,0210,,021001,,02,February,2025,1,"Tala, MCH-FP Unit",0,0,0,0,0,86,88,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,02,February,2025,2,"Dhandia, UH&FWC",0,0,0,0,0,25,21,18,15,40,0,0,0,5,0,0,5,5,0,0,0,5,5,8,12,35,0
02,Khulna,0210,,021001,,02,February,2025,3,"Islamkati, Rural Dispensary(RD)",11,11,5,3,10,23,9,11,6,17,0,0,0,6,0,0,6,0,0,0,0,6,6,4,22,21,0
02,Khulna,0210,,021001,,02,February,2025,4,"Jalalpur, UH&FWC",0,0,0,0,0,51,31,26,19,127,0,0,12,12,0,0,12,12,0,7,0,12,18,18,16,64,0
02,Khulna,0210,,021001,,02,February,2025,5,"Khalilnagar, UH&FWC",0,0,0,0,0,10,8,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0210,,021001,,02,February,2025,6,"Khalishkhali, UH&FWC",0,0,0,0,0,10,15,14,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
02,Khulna,0210,,021001,,02,February,2025,7,"Khesra, UH&FWC",6,5,6,4,4,14,20,15,23,73,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,73,0
02,Khulna,0210,,021001,,02,February,2025,8,"Kumira, UH&FWC",0,0,0,0,0,16,18,25,12,37,0,0,3,2,0,0,2,2,0,0,0,2,1,9,18,30,0
02,Khulna,0210,,021001,,02,February,2025,9,"Magura, UH&FWC",0,0,0,0,0,18,13,10,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,02,February,2025,10,"Nagarghata, UH&FWC",0,0,0,0,0,20,25,11,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0
02,Khulna,0210,,021001,,02,February,2025,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,5,12,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
02,Khulna,0210,,021001,,02,February,2025,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,18,15,7,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0
02,Khulna,0210,,021001,,02,February,2025,13,"Tentulia, UH&FWC",0,0,0,0,0,12,11,11,11,45,0,0,0,1,0,0,1,0,0,0,0,1,0,0,18,45,0
02,Khulna,0210,,021001,,03,March,2025,1,"Tala, MCH-FP Unit",0,0,0,0,0,63,51,33,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,03,March,2025,2,"Dhandia, UH&FWC",0,0,0,0,0,22,18,15,14,50,0,0,0,3,0,0,3,3,0,0,0,3,3,6,13,25,0
02,Khulna,0210,,021001,,03,March,2025,3,"Islamkati, Rural Dispensary(RD)",6,4,5,6,3,19,21,4,5,49,0,0,0,2,0,0,2,2,0,0,0,2,2,1,16,49,0
02,Khulna,0210,,021001,,03,March,2025,4,"Jalalpur, UH&FWC",0,0,0,0,0,32,22,17,12,83,0,0,8,8,0,0,8,8,0,10,1,8,12,18,18,57,0
02,Khulna,0210,,021001,,03,March,2025,5,"Khalilnagar, UH&FWC",0,0,0,0,0,15,10,8,5,38,0,0,1,1,0,0,1,1,0,0,0,1,0,2,2,5,0
02,Khulna,0210,,021001,,03,March,2025,6,"Khalishkhali, UH&FWC",0,0,0,0,0,9,13,10,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,0
02,Khulna,0210,,021001,,03,March,2025,7,"Khesra, UH&FWC",0,0,0,0,0,11,26,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,70,0
02,Khulna,0210,,021001,,03,March,2025,8,"Kumira, UH&FWC",0,0,0,0,0,18,32,30,25,55,0,0,3,2,0,0,2,2,0,0,0,2,2,5,15,25,0
02,Khulna,0210,,021001,,03,March,2025,9,"Magura, UH&FWC",0,0,0,0,0,18,10,10,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,03,March,2025,10,"Nagarghata, UH&FWC",0,0,0,0,0,15,8,5,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0
02,Khulna,0210,,021001,,03,March,2025,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,4,7,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,0
02,Khulna,0210,,021001,,03,March,2025,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,8,12,11,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0
02,Khulna,0210,,021001,,03,March,2025,13,"Tentulia, UH&FWC",0,0,0,0,0,10,14,8,7,39,0,0,3,3,0,0,3,0,0,0,0,3,0,0,16,39,0
02,Khulna,0210,,021001,,04,April,2025,1,"Tala, MCH-FP Unit",0,0,0,0,0,67,75,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,04,April,2025,2,"Dhandia, UH&FWC",0,0,0,0,0,23,21,18,14,54,0,0,0,5,0,0,5,5,0,0,0,5,5,8,11,29,0
02,Khulna,0210,,021001,,04,April,2025,3,"Islamkati, Rural Dispensary(RD)",3,4,2,3,4,37,22,15,17,32,0,0,0,4,0,0,4,0,0,0,0,4,4,3,34,34,0
02,Khulna,0210,,021001,,04,April,2025,4,"Jalalpur, UH&FWC",0,0,0,0,0,50,33,27,21,131,0,0,16,16,0,0,16,16,0,6,1,16,8,12,18,54,0
02,Khulna,0210,,021001,,04,April,2025,5,"Khalilnagar, UH&FWC",0,0,0,0,0,10,8,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0
02,Khulna,0210,,021001,,04,April,2025,6,"Khalishkhali, UH&FWC",0,0,0,0,0,6,10,9,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,0
02,Khulna,0210,,021001,,04,April,2025,7,"Khesra, UH&FWC",0,0,0,0,0,23,15,18,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,73,0
02,Khulna,0210,,021001,,04,April,2025,8,"Kumira, UH&FWC",0,0,0,0,0,27,35,23,36,59,0,0,6,4,0,0,4,4,4,0,0,4,1,9,16,28,0
02,Khulna,0210,,021001,,04,April,2025,9,"Magura, UH&FWC",0,0,0,0,0,19,11,8,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,04,April,2025,10,"Nagarghata, UH&FWC",0,0,0,0,0,23,17,7,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0
02,Khulna,0210,,021001,,04,April,2025,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,6,10,9,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,36,0
02,Khulna,0210,,021001,,04,April,2025,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,7,13,14,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,0
02,Khulna,0210,,021001,,04,April,2025,13,"Tentulia, UH&FWC",0,0,0,0,0,20,21,15,10,66,0,0,2,2,0,0,2,2,0,0,0,2,0,0,21,66,0
02,Khulna,0210,,021001,,05,May,2025,1,"Tala, MCH-FP Unit",0,0,0,0,0,74,47,37,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
02,Khulna,0210,,021001,,05,May,2025,2,"Dhandia, UH&FWC",0,0,0,0,0,18,16,14,12,50,0,0,0,5,0,0,5,5,0,0,0,5,5,8,10,28,0
02,Khulna,0210,,021001,,05,May,2025,3,"Islamkati, Rural Dispensary(RD)",5,3,4,3,0,36,13,7,6,14,0,0,0,4,0,0,4,0,0,0,0,4,4,2,29,14,0
02,Khulna,0210,,021001,,05,May,2025,4,"Jalalpur, UH&FWC",0,0,0,0,0,40,32,27,21,120,0,0,19,19,0,0,19,19,0,10,1,19,16,8,16,59,0
02,Khulna,0210,,021001,,05,May,2025,5,"Khalilnagar, UH&FWC",0,0,0,0,0,10,7,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0210,,021001,,05,May,2025,6,"Khalishkhali, UH&FWC",0,0,0,0,0,16,15,12,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,52,0
02,Khulna,0210,,021001,,05,May,2025,7,"Khesra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0
02,Khulna,0210,,021001,,05,May,2025,8,"Kumira, UH&FWC",0,0,0,0,0,22,20,17,18,35,1,0,1,1,0,0,1,1,0,0,0,1,1,3,7,12,0
02,Khulna,0210,,021001,,05,May,2025,9,"Magura, UH&FWC",0,0,0,0,0,17,9,8,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,05,May,2025,10,"Nagarghata, UH&FWC",0,0,0,0,0,23,20,5,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0
02,Khulna,0210,,021001,,05,May,2025,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,8,12,8,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,0
02,Khulna,0210,,021001,,05,May,2025,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,8,15,10,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0
02,Khulna,0210,,021001,,05,May,2025,13,"Tentulia, UH&FWC",0,0,0,0,0,27,16,14,13,70,0,0,1,1,0,0,1,0,0,0,0,1,0,0,26,0,0
02,Khulna,0210,,021001,,06,June,2025,1,"Tala, MCH-FP Unit",0,0,0,0,0,60,53,51,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,06,June,2025,2,"Dhandia, UH&FWC",0,0,0,0,0,20,18,15,13,60,0,0,5,5,0,0,5,5,0,0,0,5,5,5,8,23,0
02,Khulna,0210,,021001,,06,June,2025,3,"Islamkati, Rural Dispensary(RD)",2,0,1,2,1,27,7,8,8,23,0,0,0,3,0,0,3,0,0,1,0,3,3,2,20,0,0
02,Khulna,0210,,021001,,06,June,2025,4,"Jalalpur, UH&FWC",0,0,0,0,0,56,32,27,21,136,0,0,18,18,0,0,18,18,0,10,0,18,19,16,8,61,0
02,Khulna,0210,,021001,,06,June,2025,5,"Khalilnagar, UH&FWC",0,0,0,0,0,10,8,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
02,Khulna,0210,,021001,,06,June,2025,6,"Khalishkhali, UH&FWC",0,0,0,0,0,9,11,13,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,44,0
02,Khulna,0210,,021001,,06,June,2025,7,"Khesra, UH&FWC",0,0,0,0,0,11,21,14,19,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0
02,Khulna,0210,,021001,,06,June,2025,8,"Kumira, UH&FWC",0,0,0,0,0,26,24,16,12,28,0,0,3,2,0,0,2,2,0,1,0,2,2,8,12,24,0
02,Khulna,0210,,021001,,06,June,2025,9,"Magura, UH&FWC",0,0,0,0,0,8,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
02,Khulna,0210,,021001,,06,June,2025,10,"Nagarghata, UH&FWC",0,0,0,0,0,18,15,10,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0
02,Khulna,0210,,021001,,06,June,2025,11,"Sarulia, Rural Dispensary(RD)",0,0,0,0,0,29,20,15,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74,0
02,Khulna,0210,,021001,,06,June,2025,12,"Tala Sadar, Sadar Clinic",0,0,0,0,0,5,15,17,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0
02,Khulna,0210,,021001,,06,June,2025,13,"Tentulia, UH&FWC",0,0,0,0,0,18,10,9,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,0
02,Khulna,0210,,021001,,07,July,2025,1,"Tala, MCH-FP Unit",0,0,0,0,0,69,55,72,47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
02,Khulna,0210,,021001,,07,July,2025,2,"Dhandia, UH&FWC",0,0,0,0,0,26,22,19,17,78,0,0,8,8,0,0,8,8,0,0,0,8,8,11,13,40,0
02,Khulna,0210,,021001,,07,July,2025,3,"Islamkati, Rural Dispensary(RD)",0,0,0,0,0,30,13,8,6,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,30,44,0
02,Khulna,0210,,021001,,07,July,2025,4,"Jalalpur, UH&FWC",0,0,0,0,0,53,32,27,21,133,0,0,10,10,0,0,10,10,0,5,0,10,18,19,16,63,0
02,Khulna,0210,,021001,,07,July,2025,5,"Khalilnagar, UH&FWC",0,0,0,0,0,11,10,8,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0210,,021001,,07,July,2025,6,"Khalishkhali, UH&FWC",0,0,0,0,0,10,10,8,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,0
02,Khulna,0210,,021001,,07,July,2025,7,"Khesra, UH&FWC",0,0,0,0,0,16,15,22,16,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0
