Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,No. of neonatal start KMC,No. of neonatal start KMC hospital delivery,No. of child discharge,No. of child discharge on request,No. of child discontinue KMC services,No. of child reffered for complication,No. of death received KMC services,No. of neonatal KMC followup,BCG (after birth),1/Child age 6 weeks,2/Child age 10 weeks,3/Child age 14 weeks,1/Child age 6 weeks (PCV),2/Child age 10 weeks (PCV),3/Child age 14 weeks (PCV),1/Child age 6 weeks (BOPV),2/Child age 10 weeks (BOPV),3/Child age 14 weeks (BOPV),1/Child age 6 weeks (IPV),2/Child age 14 weeks (IPV),1/Child age 9 months,2/Child age 15 months,Live Birth,Low birth weight Newborn (weight <2500gm),Low birth weight Newborn (weight <2000gm),Low birth weight Newborn (Before 37 weeks),Fresh,Macerated,Total still birth,Neo-Death Maternal,Maternal Death,Male,Female,Child Male (0-1)year,Child Female (0-5)year,Others,Total,Female (Outdoor),Child (0-1) year,Child (0-5) year,Total (Outdoor),No. of Facility Health Education,No. of School Health Education by SACMO
02,Khulna,0207,,020702,,01,January,2025,17,"Ramnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80,951,37,120,0,1188,0,0,0,,0,0
02,Khulna,0207,,020702,,01,January,2025,18,"Upasahar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,208,29,55,5,310,0,0,0,,4,0
02,Khulna,0207,,020702,,01,January,2025,19,"Jessore, MCWC",0,0,0,0,0,0,0,0,3,3,6,3,3,5,4,6,3,4,0,3,5,3,40,1,0,1,0,0,0,0,0,43,171,19,39,27,299,0,0,0,,12,0
02,Khulna,0207,,020702,,02,February,2025,1,"Jessore Sadar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,2,"Fatehpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,6,6,0,51,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,3,"Arabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,284,0,0,0,303,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,4,"Basundia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,394,10,59,0,513,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,5,"Cantonment, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,6,"Chanchra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,197,25,68,0,313,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,7,"Churarankati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,121,10,14,0,156,0,0,0,,1,0
02,Khulna,0207,,020702,,02,February,2025,8,"Diara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,16,50,0,198,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,9,"Fatehpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,185,29,55,0,274,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,10,"Haibatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,8,30,0,98,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,11,"Ichhali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,103,27,28,10,250,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,12,"Kachua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,200,12,21,0,267,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,13,"Kashimpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,247,49,61,15,462,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,14,"Lebutala, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,454,70,80,30,664,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,15,"Narendrapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,215,33,11,33,322,86,235,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,16,"Noapara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,97,3,4,11,144,0,0,0,,0,0
02,Khulna,0207,,020702,,02,February,2025,17,"Ramnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,552,51,48,88,759,0,0,0,,0,4
02,Khulna,0207,,020702,,02,February,2025,18,"Upasahar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,204,25,42,0,281,0,0,0,,4,0
02,Khulna,0207,,020702,,02,February,2025,19,"Jessore, MCWC",0,0,0,0,0,0,0,0,7,7,7,7,1,7,7,1,7,8,0,7,1,3,24,1,0,1,0,0,0,0,0,53,221,12,34,33,353,0,0,0,,0,7
02,Khulna,0207,,020702,,03,March,2025,1,"Jessore Sadar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,2,"Fatehpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,52,0,0,7,70,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,3,"Arabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,209,8,45,0,266,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,4,"Basundia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,110,9,7,0,146,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,5,"Cantonment, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,6,"Chanchra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,159,24,49,0,265,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,7,"Churarankati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,7,14,0,125,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,8,"Diara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,77,10,34,0,136,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,9,"Fatehpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,13,20,0,109,0,0,0,,4,0
02,Khulna,0207,,020702,,03,March,2025,10,"Haibatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,7,13,0,67,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,11,"Ichhali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,15,39,17,201,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,12,"Kachua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,172,12,19,0,233,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,13,"Kashimpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,10,35,0,325,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,14,"Lebutala, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,290,70,100,20,550,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,15,"Narendrapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,104,9,20,15,161,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,16,"Noapara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,6,13,0,69,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,17,"Ramnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,559,41,98,0,19,717,0,0,0,,4,0
02,Khulna,0207,,020702,,03,March,2025,18,"Upasahar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,174,31,56,2,272,0,0,0,,0,0
02,Khulna,0207,,020702,,03,March,2025,19,"Jessore, MCWC",0,0,0,0,0,0,0,0,7,7,4,7,7,4,8,1,3,4,0,7,4,4,15,1,0,1,0,0,0,0,0,43,89,6,20,14,172,0,0,0,,10,0
02,Khulna,0207,,020702,,04,April,2025,1,"Jessore Sadar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,2,"Fatehpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,7,0,11,145,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,3,"Arabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,179,10,27,0,220,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,4,"Basundia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,169,9,27,0,232,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,5,"Cantonment, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,6,"Chanchra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,94,5,19,0,153,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,7,"Churarankati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,116,7,15,0,140,0,0,0,,0,1
02,Khulna,0207,,020702,,04,April,2025,8,"Diara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,3,18,0,90,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,9,"Fatehpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,13,0,89,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,10,"Haibatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,6,25,0,74,0,0,0,,2,0
02,Khulna,0207,,020702,,04,April,2025,11,"Ichhali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,150,17,15,11,238,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,12,"Kachua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,158,10,16,0,222,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,13,"Kashimpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,24,20,4,128,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,14,"Lebutala, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,210,18,55,0,313,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,15,"Narendrapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76,12,17,18,131,0,0,0,,0,0
02,Khulna,0207,,020702,,04,April,2025,16,"Noapara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,105,6,13,0,132,0,0,0,,4,0
02,Khulna,0207,,020702,,04,April,2025,17,"Ramnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,394,45,56,4,501,0,0,0,,8,0
02,Khulna,0207,,020702,,04,April,2025,18,"Upasahar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,118,36,34,0,202,0,0,0,,4,0
02,Khulna,0207,,020702,,04,April,2025,19,"Jessore, MCWC",0,0,0,0,0,0,0,0,6,7,10,6,7,10,6,7,10,6,0,6,3,4,22,1,0,0,0,0,0,0,0,38,121,19,24,22,224,0,0,0,,10,0
02,Khulna,0207,,020702,,05,May,2025,1,"Jessore Sadar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,2,"Fatehpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,3,47,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,3,"Arabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,5,29,0,206,0,0,0,,4,0
02,Khulna,0207,,020702,,05,May,2025,4,"Basundia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,135,14,19,0,183,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,5,"Cantonment, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,6,"Chanchra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,98,1,10,0,116,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,7,"Churarankati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,4,7,0,75,0,0,0,,1,0
02,Khulna,0207,,020702,,05,May,2025,8,"Diara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,5,11,0,89,0,0,0,,4,0
02,Khulna,0207,,020702,,05,May,2025,9,"Fatehpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,27,0,83,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,10,"Haibatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,4,20,0,68,0,0,0,,0,2
02,Khulna,0207,,020702,,05,May,2025,11,"Ichhali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,76,12,11,20,154,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,12,"Kachua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,163,9,18,0,231,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,13,"Kashimpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,5,8,5,83,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,14,"Lebutala, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,236,42,28,15,336,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,15,"Narendrapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,77,7,13,15,122,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,16,"Noapara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,104,6,9,3,137,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,17,"Ramnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,322,36,89,0,461,0,0,0,,4,0
02,Khulna,0207,,020702,,05,May,2025,18,"Upasahar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,05,May,2025,19,"Jessore, MCWC",0,0,0,0,0,0,0,0,5,5,7,5,5,6,6,6,7,5,0,5,5,6,24,3,0,0,0,0,0,0,0,34,112,36,21,9,212,0,0,0,,9,0
02,Khulna,0207,,020702,,06,June,2025,1,"Jessore Sadar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,2,"Fatehpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,5,0,26,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,3,"Arabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,149,7,0,0,161,0,0,0,,4,0
02,Khulna,0207,,020702,,06,June,2025,4,"Basundia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,100,12,14,0,141,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,5,"Cantonment, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,6,"Chanchra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,108,2,17,0,143,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,7,"Churarankati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,138,11,16,0,173,0,0,0,,4,0
02,Khulna,0207,,020702,,06,June,2025,8,"Diara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,9,10,0,87,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,9,"Fatehpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,10,34,0,79,0,0,0,,4,0
02,Khulna,0207,,020702,,06,June,2025,10,"Haibatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,20,12,0,74,0,0,0,,2,0
02,Khulna,0207,,020702,,06,June,2025,11,"Ichhali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,59,0,10,8,86,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,12,"Kachua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,152,9,17,0,211,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,13,"Kashimpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,35,105,0,200,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,14,"Lebutala, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,180,50,35,35,320,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,15,"Narendrapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,6,11,14,118,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,16,"Noapara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33,10,11,0,108,0,0,0,,4,0
02,Khulna,0207,,020702,,06,June,2025,17,"Ramnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,302,57,116,0,497,0,0,0,,0,0
02,Khulna,0207,,020702,,06,June,2025,18,"Upasahar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,86,15,31,0,144,0,0,0,,4,0
02,Khulna,0207,,020702,,06,June,2025,19,"Jessore, MCWC",0,0,0,0,0,0,0,0,5,5,6,8,5,8,8,5,9,8,0,8,3,3,24,1,1,2,0,0,0,0,0,9,35,3,9,7,63,35,0,0,,12,0
02,Khulna,0207,,020702,,07,July,2025,1,"Jessore Sadar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,07,July,2025,2,"Fatehpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,1,25,0,0,0,,0,0
02,Khulna,0207,,020702,,07,July,2025,3,"Arabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,11,42,0,169,0,0,0,,4,0
02,Khulna,0207,,020702,,07,July,2025,4,"Basundia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,128,10,23,0,179,0,0,0,,0,0
02,Khulna,0207,,020702,,07,July,2025,5,"Cantonment, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
02,Khulna,0207,,020702,,07,July,2025,6,"Chanchra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,111,7,22,0,154,0,0,0,,2,0
02,Khulna,0207,,020702,,07,July,2025,7,"Churarankati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,181,9,14,0,212,0,0,0,,4,0
02,Khulna,0207,,020702,,07,July,2025,8,"Diara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,8,17,12,111,0,0,0,,4,0
02,Khulna,0207,,020702,,07,July,2025,9,"Fatehpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,7,19,0,55,0,0,0,,4,0
02,Khulna,0207,,020702,,07,July,2025,10,"Haibatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,8,8,0,83,0,0,0,,2,0
02,Khulna,0207,,020702,,07,July,2025,11,"Ichhali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,57,8,17,5,106,56,50,0,,7,0
