Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,Wrapping after Birth within 1 minute,No. of uses 7.1% chlorhexidine digluconate for umbilical cord care,No. of newborn touch skin-care after Gluconate umbilical cord care,No. of newborn breastfeeding (First 24 hours),No. of newborn resitated with bag-mask,1st Visit,2nd Visit,3rd Visit,4th Visit,No. of Reffered Complicated Pregnant Mother in antenatal period,No. of Reffered Complicated Pregnant Mother in Delivery period,No. of Reffered Complicated Pregnant Mother in postnatal period,No. of Reffered patient to Newborn taken by MgSO4,No. of Reffered complication acceptors,No. of ECP Referred,Treatment/Advised,Reffered,Counseling on Adolescence change,Counseling on marriage and adolescent girl received pregnancy,Child No. of adolescent received IFA,Treatment on RTI/STD,Counseling on RTI/STD,Counseling on diversified food,Counseling on prevention of adolescent and violence,Counseling on prevention and cure for mental problems and drug addiction,No. of adolescent girl counseled on Sanitary Pad,Reffered (Adolescent),No. of Treatment on RTI/STI infection,No. of MR(MVA) services,No. of MR Service By Medicine,Total VIA Positive,Total VIA Negative,Total CBE Positive,Total Negative
05,Chattagram,0511,Bandarban,051102,Rowangchhari,4,"Tarachha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,78,74,76,6,0,82,30,0,91,7,57,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051103,Ruma,1,"Ghalangya, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,427,178,417,100,397,427,427,376,0,39,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051103,Ruma,2,"Paindu, UH&FWC",13,13,13,13,0,13,3,0,6,0,0,0,0,0,0,0,0,146,121,128,86,19,120,80,29,84,0,29,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051103,Ruma,3,"Ruma, Sadar Clinic",12,12,12,12,0,12,14,18,25,0,0,0,0,0,15,1,0,361,351,348,338,56,348,338,338,358,0,100,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051104,Thanchi,1,"Thanchi, Sadar Clinic",0,0,0,0,0,0,13,36,47,0,0,0,0,0,4,100,0,281,281,242,200,75,259,65,67,289,0,275,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051104,Thanchi,2,"Bali Para, UH&FWC",31,31,31,31,1,25,25,1,3,1,10,1,0,3,0,0,0,585,585,479,580,126,580,544,580,580,43,227,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051104,Thanchi,3,"Remakri, Others",19,19,19,19,0,21,20,14,15,0,0,0,0,0,0,0,0,196,121,118,128,112,137,130,71,88,0,0,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051104,Thanchi,4,"Thanchi Sadar, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051104,Thanchi,5,"Tindu, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,1,"Lama, Sadar Clinic",0,0,0,0,0,10,55,56,72,22,0,0,0,0,17,38,47,187,237,220,240,110,250,110,103,250,0,93,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,2,"Aziz Nagar, UH&FWC",66,2,66,66,0,66,66,41,95,13,15,1,0,0,0,1,0,670,708,312,701,159,708,708,708,647,18,167,2,1,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,3,"Fasyakhali, UH&FWC",61,39,61,61,0,61,76,84,81,17,8,0,0,1,23,0,0,249,249,92,211,104,249,249,232,200,5,242,17,0,6,0,17,17
05,Chattagram,0511,Bandarban,051105,Lama,4,"Gajalia, UH&FWC",26,17,26,26,0,26,27,13,8,2,10,0,0,0,2,0,0,81,44,47,19,0,62,11,4,86,7,140,3,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,5,"Yangchh, UH&FWC",0,0,0,0,0,0,5,22,30,0,1,0,0,0,0,0,0,197,185,76,100,9,202,96,17,173,0,9,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,6,"Sarai, UH&FWC",23,13,23,23,0,23,19,9,10,5,11,0,0,0,0,0,0,101,85,45,72,5,79,47,56,95,0,32,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,7,"Rupashipara, UH&FWC",16,7,17,17,0,17,17,16,10,12,3,0,0,0,7,0,0,251,251,203,244,99,251,182,239,251,1,2,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,8,"Ciunipara, UH&FWC",49,4,49,47,2,50,47,27,27,9,13,0,0,0,0,0,0,157,160,127,0,7,213,22,23,145,0,0,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,9,"Fichong, UH&FWC",8,2,8,8,0,8,28,26,49,12,10,0,0,0,0,0,0,116,89,33,69,9,108,100,79,92,0,18,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,10,"Dardari, UH&FWC",0,0,0,0,0,0,22,22,19,0,0,0,0,0,0,0,0,294,286,165,0,0,296,0,77,348,30,194,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051105,Lama,11,"Soroy, Lama, Bandarban, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,44,61,51,107,99,66,66,8,43,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051106,Alikadam,1,"Alikadam, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051106,Alikadam,2,"Alikadam, Sadar Clinic",0,0,0,0,0,31,3,1,0,0,0,0,0,0,11,5,0,124,146,86,141,137,146,146,146,146,0,249,5,0,0,0,0,0
05,Chattagram,0511,Bandarban,051106,Alikadam,3,"Chokhyong, UH&FWC",274,255,274,273,2,286,334,356,385,5,27,3,0,9,10,0,0,730,794,678,627,292,882,254,289,1055,23,328,69,0,0,0,0,0
05,Chattagram,0511,Bandarban,051107,Naikhongchhari,1,"Naikhongchhari, Sadar Clinic",0,0,0,0,0,2,5,12,10,0,0,0,0,0,8,0,0,199,198,135,198,55,198,198,198,189,0,170,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051107,Naikhongchhari,2,"Baishari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051107,Naikhongchhari,3,"Dochhari, UH&FWC",21,21,21,21,0,23,12,11,13,2,0,0,0,0,10,0,0,557,513,368,545,184,557,557,557,557,0,355,0,0,0,0,0,0
05,Chattagram,0511,Bandarban,051107,Naikhongchhari,4,"Tambru, UH&FWC",10,10,10,10,2,9,12,45,77,5,4,0,0,3,12,0,0,992,777,571,464,308,992,992,992,992,0,221,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050801,Kutubdia,1,"Ali Akbar Deil, UH&FWC",170,170,170,170,0,170,130,174,193,0,7,2,0,0,0,6,0,348,303,80,0,0,425,25,20,545,0,0,10,6,0,0,0,17
05,Chattagram,0508,Cox's Bazar,050801,Kutubdia,2,"Baraghop, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050801,Kutubdia,3,"Dakshin Dhurung, UH&FWC",328,328,328,328,0,328,187,110,40,0,0,0,0,0,15,2,0,378,324,367,317,0,362,288,293,364,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050801,Kutubdia,4,"Kaiyarbil, UH&FWC",2,2,2,2,0,2,4,3,6,0,0,0,0,0,0,1,0,164,157,69,0,0,228,35,0,346,0,0,1,4,0,0,0,7
05,Chattagram,0508,Cox's Bazar,050801,Kutubdia,5,"Lemsikhali, UH&FWC",93,93,93,93,0,93,68,78,94,0,5,0,0,0,0,0,0,579,564,504,604,0,607,526,547,587,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050801,Kutubdia,6,"Uttar Dhurung, UH&FWC",2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,1,"Moheshkhali, MCH-FP Unit",0,0,0,0,0,0,0,0,182,13,0,0,0,0,0,0,0,195,195,195,195,0,195,195,195,195,0,47,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,2,"Baramaheskhali, UH&FWC",396,396,396,396,0,400,191,130,94,55,64,0,0,0,11,1,0,313,313,313,313,22,313,313,313,313,0,51,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,3,"Dhalghata, UH&FWC",2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,94,94,87,94,0,94,94,94,94,0,3,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,4,"Gorakghata, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,213,168,213,0,213,213,213,213,0,40,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,5,"Hoanak, UH&FWC",237,236,236,236,0,236,57,157,248,9,34,0,0,0,0,3,0,171,171,171,171,0,171,171,159,147,0,17,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,6,"Kalarmarchhara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,7,"Matarbari, UH&FWC",404,404,404,404,42,404,144,94,59,24,29,0,1,9,0,0,0,205,191,143,187,10,175,132,166,168,0,51,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,8,"Shaplapur, UH&FWC",358,358,358,355,54,361,219,159,111,69,62,3,1,19,0,0,0,336,336,218,306,35,336,254,113,336,0,80,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,9,"Chotomoheshkhali, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,7,16,4,12,16,16,16,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050802,Moheshkhali,10,"Kutubjoom, UH&FWC",4,4,4,4,0,4,4,4,91,0,0,0,0,0,0,0,0,98,98,98,98,0,98,98,98,98,0,29,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,1,"Dakshin Mithachhari, UH&FWC",200,200,200,200,3,200,97,52,32,2,7,0,0,2,0,0,0,121,121,121,121,121,121,121,121,109,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,2,"Fatekharkul, Rural Dispensary(RD)",11,11,11,11,0,11,10,14,0,10,2,0,0,0,0,0,0,125,133,119,133,0,133,133,133,117,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,3,"Garjania, Rural Dispensary(RD)",0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,4,"Joarianala, Sadar Clinic",0,0,0,0,0,0,0,30,89,4,0,0,0,0,0,17,2,629,628,491,629,88,626,626,626,633,0,27,19,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,5,"Kachchapia, UH&FWC",174,174,174,174,5,174,28,3,0,9,0,1,0,5,0,0,0,301,301,296,301,0,301,301,301,301,0,65,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,6,"Kauarkhop, UH&FWC",68,68,68,68,0,68,41,12,35,0,7,0,0,0,0,0,0,699,699,473,693,25,699,102,118,677,0,6,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,7,"Khuniapalong, UH&FWC",12,12,12,12,0,12,13,8,10,3,7,0,0,0,0,5,0,392,387,402,392,281,387,387,342,322,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,8,"Eidgor, UH&FWC",3,3,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,204,204,194,204,35,204,204,204,189,0,13,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,9,"Rajarkul, UH&FWC",47,47,47,47,0,47,47,10,75,13,7,0,0,0,0,0,0,500,500,500,472,90,480,450,445,480,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050804,Ramu,10,"Rashidnagar, UH&FWC",342,342,342,342,1,342,71,100,121,0,14,0,0,4,0,0,0,411,411,396,411,24,411,411,411,360,0,28,0,1,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,1,"Badarkhali, UH&FWC",0,0,0,0,0,1,15,30,42,0,0,0,0,0,0,0,0,71,187,140,56,40,182,0,40,305,0,301,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,2,"Bomubilchhri, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,42,55,0,54,13,29,41,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,3,"Baraitali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,23,0,2,0,0,4,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,4,"Demushia, UH&FWC",0,0,0,0,0,4,2,6,16,3,0,0,0,0,0,1,1,157,150,136,141,24,158,150,150,142,0,5,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,5,"Chiringa, Others",0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,19,4,52,48,52,49,22,49,34,33,61,0,36,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,6,"Dulahazara, UH&FWC",33,4,33,33,3,33,11,7,81,1,0,0,0,0,0,25,0,145,134,79,133,49,148,82,56,161,0,134,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,7,"Fasiakhali, UH&FWC",134,0,134,134,3,134,46,40,44,1,2,0,0,1,0,0,0,149,149,80,134,59,139,149,149,129,0,12,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,8,"Harbang, UH&FWC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,40,40,20,0,40,40,40,40,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,9,"Kaiarbil, UH&FWC",56,3,56,56,0,56,62,37,30,0,8,0,0,0,0,0,0,5243,6195,1991,4253,726,9512,4889,5260,5727,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,10,"Kakhara, UH&FWC",1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,967,2108,517,974,227,3372,882,1274,1342,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,11,"Khuthakhali, UH&FWC",560,0,560,560,0,560,506,371,287,36,35,0,0,3,2,26,16,321,312,92,80,217,417,125,101,307,0,68,0,73,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,12,"Lakhyarchar, UH&FWC",32,0,32,32,1,32,33,59,68,9,0,0,0,0,0,22,5,720,743,454,555,138,584,255,210,764,0,179,9,27,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,13,"B M Char, UH&FWC",12,0,12,12,0,14,56,28,32,25,27,3,0,0,0,0,0,428,428,418,388,130,428,403,373,403,0,47,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,14,"Paschim Bara Bheola, UH&FWC",27,0,27,27,1,28,45,30,40,27,0,0,0,0,0,0,0,80,131,231,33,36,231,0,0,468,0,294,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,15,"Konakhali, UH&FWC",47,0,45,45,1,47,13,61,117,1,2,0,0,1,0,1,1,330,324,293,324,35,324,301,301,288,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,16,"Purba Barabheola, UH&FWC",25,0,25,25,0,25,28,25,16,2,0,0,0,0,0,0,0,201,158,305,105,88,342,60,50,230,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,17,"Saharbil, UH&FWC",32,0,32,32,0,32,33,44,94,0,4,0,0,0,0,0,0,226,226,206,226,0,226,226,226,226,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,18,"Suraj Manikpur, UH&FWC",103,9,94,103,10,103,107,96,91,0,0,0,0,0,0,0,0,209,204,117,185,0,186,114,64,198,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050805,Chakaria,19,"Pourasova, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,175,165,165,165,165,151,0,34,88,15,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,1,"Ukhiya, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,2,"Jalia Palong, UH&FWC",282,282,282,282,2,282,224,220,202,2,5,2,0,1,0,0,0,151,151,124,151,5,151,151,151,151,0,32,8,37,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,3,"Haladia Palong, Rural Dispensary(RD)",166,166,166,166,0,169,128,77,66,0,14,0,0,1,0,0,0,158,158,150,158,93,158,158,158,158,0,64,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,4,"Palong Khali, UH&FWC",294,294,294,294,2,297,232,198,184,5,13,0,0,3,0,0,0,859,859,742,860,166,859,859,859,859,0,104,17,31,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,5,"Raja Palong, Sadar Clinic",0,0,0,0,0,1,2,40,41,0,0,0,0,0,0,0,0,330,330,244,328,86,328,328,328,328,0,73,3,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,6,"Ratna Palong, UH&FWC",268,268,268,268,0,268,151,107,150,2,1,0,1,0,0,1,0,253,255,217,243,2,251,251,251,248,0,0,2,49,0,2,0,2
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,7,"Rajapalong, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,123,121,116,122,0,124,120,106,114,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,8,"Balukhali RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050806,Ukhiya,9,"Inani Health Sub Center, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050807,Teknaf,1,"Teknaf, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050807,Teknaf,2,"Baharchhara, UH&FWC",763,763,763,763,8,765,705,559,478,1,56,1,8,34,135,1,0,891,891,337,891,83,891,891,891,891,0,88,8,80,4,159,0,163
05,Chattagram,0508,Cox's Bazar,050807,Teknaf,3,"Nhilla, Rural Dispensary(RD)",0,0,0,0,0,0,3,35,169,23,2,0,0,0,0,358,0,646,636,445,561,317,589,285,577,622,50,270,0,23,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050807,Teknaf,4,"Sabrang, UH&FWC",455,455,455,455,0,455,413,390,377,0,5,2,0,2,59,2,0,277,277,231,277,12,265,277,277,277,0,40,7,53,10,73,10,73
05,Chattagram,0508,Cox's Bazar,050807,Teknaf,5,"St. Martin Dwip, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050807,Teknaf,6,"Teknaf, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,111,111,10,111,111,111,111,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050807,Teknaf,7,"Whykong, UH&FWC",317,317,317,317,29,319,175,192,163,0,16,1,0,2,38,58,0,771,771,582,771,111,771,665,771,771,0,0,23,54,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050808,Pekua,1,"Pekua, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,613,613,443,593,0,613,613,613,438,0,0,2,11,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050808,Pekua,2,"Taitong, UH&FWC",290,290,290,290,0,290,269,173,180,0,35,0,0,0,0,0,0,239,239,239,239,0,239,239,239,239,0,0,21,12,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050808,Pekua,3,"Pakua, UH&FWC",0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,104,104,89,104,18,104,104,104,104,0,17,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050808,Pekua,4,"Barbakia, Rural Dispensary(RD)",0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,211,211,112,206,0,211,169,179,146,10,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050808,Pekua,5,"Rajakhali, UH&FWC",258,255,256,255,2,258,142,133,41,9,10,0,0,1,0,16,7,174,174,112,184,25,174,174,174,174,0,80,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050808,Pekua,6,"Mognama, UH&FWC",144,144,144,144,1,144,34,61,126,5,14,2,0,0,0,45,0,225,251,236,248,13,240,143,2,20,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050808,Pekua,7,"Shilkhali, UH&FWC",77,77,77,77,0,77,32,35,92,3,4,0,0,0,0,46,15,179,184,174,182,23,245,46,61,171,0,11,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,1,"Vharuakhaly, UH&FWC",57,57,55,57,1,57,47,36,40,6,32,0,0,0,0,0,0,412,289,351,288,89,334,317,290,376,0,69,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,2,"Chawfaldandy, UH&FWC",9,9,9,9,0,9,18,17,81,3,15,1,0,0,0,0,0,520,520,520,520,261,507,520,520,486,0,386,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,3,"Eidgown, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,4,"Jhilwanja, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,50,8,139,0,0,8,0,44,5,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,5,"Khurushkul, UH&FWC",193,193,193,193,0,193,242,219,179,4,13,0,0,1,0,0,0,408,337,321,410,51,410,415,415,415,0,85,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,6,"Patali Machhuakhali, UH&FWC",12,12,12,12,0,16,20,11,5,30,15,0,0,0,10,0,0,352,485,313,361,45,584,132,113,186,28,64,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,7,"Pokkhaly, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,8,"Islampur, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,9,"Islamabad, UH&FWC",71,71,71,71,14,71,71,43,29,6,4,0,0,0,20,0,0,163,244,367,164,30,287,154,32,332,0,66,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,10,"Jalalabad, Rural Dispensary(RD)",88,88,88,88,12,88,77,46,18,0,6,0,0,0,0,0,0,122,153,231,119,24,130,100,55,181,0,30,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,11,"Pourashava, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,Chattagram,0508,Cox's Bazar,050803,Coxs Bazar Sadar,12,"Cox's Bazar, MCWC",1678,1678,1678,1672,10,1678,1225,824,585,13,12,2,2,22,0,33,1,1636,1636,694,1558,330,1557,1525,1525,1646,4,62,3,23,3,28,3,24
06,Sylhet,0601,Sylhet,060101,Fenchuganj,1,"Fenchuganj, Sadar Clinic",0,0,0,0,0,1,1,5,3,0,0,0,0,0,2,19,0,581,585,190,585,145,585,585,585,589,0,318,16,14,0,0,0,0
06,Sylhet,0601,Sylhet,060101,Fenchuganj,2,"Gilachhara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060101,Fenchuganj,3,"Maijgaon, UH&FWC",0,0,0,0,0,0,0,5,14,2,2,0,0,0,4,78,26,144,143,83,142,53,142,142,142,142,27,74,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060102,Gowainghat,1,"Gowainghat, Sadar Clinic",0,0,0,0,0,0,0,0,19,0,0,0,0,0,4,5,0,23,23,12,23,14,23,23,23,23,0,7,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060102,Gowainghat,2,"Alir gaon, UH&FWC",3,3,3,3,0,3,33,30,42,17,0,0,0,0,5,4,2,37,37,23,29,20,34,29,29,37,0,10,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060102,Gowainghat,3,"Fatehpur, UH&FWC",62,62,62,62,8,62,17,45,16,18,6,0,0,0,8,3,0,182,182,66,182,0,182,182,182,182,0,0,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060102,Gowainghat,4,"Lengura, UH&FWC",391,391,391,391,160,399,175,170,202,7,11,0,0,25,6,56,37,611,611,96,611,108,611,611,611,611,0,233,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060102,Gowainghat,5,"Nandirgaon, UH&FWC",0,0,0,0,0,0,0,13,122,0,0,0,0,0,6,0,0,597,595,162,550,47,552,597,597,597,0,0,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060102,Gowainghat,6,"Paschim Jaflong, UH&FWC",23,23,23,23,0,23,15,4,7,0,0,0,0,0,6,1,0,48,48,22,48,24,48,48,46,49,0,54,0,0,0,0,0,0
06,Sylhet,0601,Sylhet,060102,Gowainghat,7,"Purba Jaflong, UH&FWC",47,47,47,47,20,47,118,147,157,34,5,0,0,0,6,10,3,115,115,72,115,84,115,115,115,115,0,67,0,0,0,0,0,0
